,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Years_as_Customer,Family_Size,Total_income_familymember,Total_Conv,RecentCmp,Total_spent,Total_spent_percent_income,Total_Purchases,AOV,Total_Purchases_year,%Wine,%Fruit,%Meat,%Fish,%Sweet,%Gold,%WebPurchases,%CatalogPurchases,%StorePurchases,%DealPurchases,products_factor,Deal_purchases,channels_factor,Basic,Graduation,Master,PhD,Married,Single,Together,Widow
831,48789.0,0,0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,28,8,1,48789.0,0,0,535,0.005482680877228941,17,29.72222222222222,2.125,0.0035971223021582736,0.00016397138699296974,0.0015987210231814548,7.173748180942426e-05,5.124105843530304e-05,0.0014859906946237881,0.3333333333333333,0.2222222222222222,0.3888888888888889,0.05555555555555555,0.14668693616535344,0,0.5121951219512195,0,1,0,0,0,1,0,0
832,56575.0,0,2,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,53,7,3,18858.333333333332,0,0,532,0.0047016402714932124,17,29.555555555555557,2.4285714285714284,0.011162174105170128,0.0001325673884224481,0.0023862129916040658,0.0,0.0004242156429518339,0.0002651347768448962,0.3888888888888889,0.16666666666666666,0.3888888888888889,0.16666666666666666,0.38249255583126557,0,0.4634146341463415,0,0,0,1,0,0,1,0
833,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,40,7,2,12565.0,0,0,32,0.0006366638812621861,5,5.333333333333333,0.7142857142857143,7.958615200955034e-05,0.00019896538002387584,0.0002785515320334262,0.0,0.000716275368085953,0.000716275368085953,0.3333333333333333,0.0,0.5,0.3333333333333333,0.010110797479480328,0,0.21951219512195122,0,0,0,0,0,0,1,0
834,35441.0,1,1,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,53,7,3,11813.666666666666,0,0,38,0.0005360871282658992,4,7.6,0.5714285714285714,0.0010580965548376176,4.23238621935047e-05,0.0003809147597415423,8.46477243870094e-05,4.23238621935047e-05,4.23238621935047e-05,0.2,0.0,0.6,0.4,0.04062558234068632,0,0.13170731707317077,0,1,0,0,1,0,0,0
835,71391.0,0,1,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,64,7,2,35695.5,0,0,902,0.006317234424025101,23,37.583333333333336,3.2857142857142856,0.004706475606168845,0.0017229062486868092,0.003838018797887689,0.0006443389222731157,0.0017229062486868092,0.0019750388704458544,0.25,0.20833333333333334,0.5,0.20833333333333334,0.24122469188023674,0,0.4024390243902439,0,1,0,0,1,0,0,0
836,49494.0,1,0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,48,7,2,24747.0,0,0,303,0.003060915243964037,12,23.307692307692307,1.7142857142857142,0.0038590536226613325,0.0001818402230573403,0.0019598335151735564,0.0,0.0001212268153715602,0.001656766476744656,0.46153846153846156,0.07692307692307693,0.38461538461538464,0.15384615384615385,0.16427645575421065,0,0.3883677298311445,0,0,1,0,0,1,0,0
837,81702.0,0,0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,40,8,1,81702.0,0,0,1446,0.008849124267162773,26,53.55555555555556,3.25,0.003445448091845977,0.0003059900614428043,0.004736726151134611,0.00017135443440797042,0.0001897138380945387,0.0011444028297960883,0.25925925925925924,0.25925925925925924,0.4444444444444444,0.037037037037037035,0.23099581640972916,0,0.4959349593495936,0,1,0,0,0,0,0,0
838,45889.0,0,1,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,40,7,2,22944.5,0,0,38,0.0004140335585094792,4,7.6,0.5714285714285714,0.0006755431584911417,0.0,0.00013075028874022098,0.0,2.1791714790036827e-05,0.00017433371832029462,0.2,0.0,0.6,0.2,0.022762948768636406,0,0.13170731707317077,0,0,0,0,0,1,0,0
840,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,70,7,3,11342.0,0,0,59,0.000866958591706586,6,8.428571428571429,0.8571428571428571,0.0007935108446482102,0.0002645036148827367,0.0006612590372068419,0.0005290072297654734,0.00035267148651031563,0.0007494269088344208,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.04107047180468976,0,0.4076655052264809,0,1,0,0,0,0,1,0
841,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,46,8,2,20024.5,0,0,262,0.0032709113607990014,11,21.833333333333332,1.375,0.0022722165347449376,0.0016230118105320982,0.0012984094484256785,0.00024969412469724587,0.001098654148667882,0.0006991435491522885,0.25,0.16666666666666666,0.5,0.25,0.10080446096389067,0,0.36585365853658536,0,1,0,0,1,0,0,0
842,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,32,6,2,17088.0,0,0,69,0.0010094508002457794,7,8.625,1.1666666666666667,0.00014630149812734083,0.00020482209737827717,0.0007022471910112359,0.0005559456928838951,0.00040964419475655433,0.0005852059925093633,0.375,0.0,0.5,0.5,0.023955881577458125,0,0.21951219512195122,0,1,0,0,0,1,0,0
843,19419.0,1,0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,39,8,2,9709.5,0,0,63,0.0016220391349124614,7,7.875,0.875,0.00010299191513466193,0.0007209434059426335,0.001441886811885267,0.0008239353210772954,0.0001544878727019929,0.00036047170297131675,0.5,0.0,0.375,0.5,0.04361438808372225,0,0.32926829268292684,0,1,0,0,1,0,0,0
844,82504.0,0,0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,60,7,1,82504.0,0,0,1012,0.006132961638688564,16,59.529411764705884,2.2857142857142856,0.0021938330262775137,0.00030301561136429747,0.0026119945699602442,0.0008120818384563173,0.00021211092795500824,0.0003272568602734413,0.17647058823529413,0.35294117647058826,0.4117647058823529,0.058823529411764705,0.1356761706791705,0,0.6068866571018652,0,0,0,0,1,0,0,0
845,81205.0,0,0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,50,6,1,81205.0,3,5,1879,0.011569342166834962,18,98.89473684210526,3.0,0.004457853580444554,0.0004556369681669848,0.005720091127393633,0.0005972538636783449,0.0003386490979619482,0.0008004433224555139,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.05263157894736842,0.2873395967064768,0,0.6123234916559692,0,1,0,0,0,0,1,0
846,61618.0,0,0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,29,8,1,61618.0,0,0,1140,0.009250393547444781,17,63.333333333333336,2.125,0.004909279755915479,0.0007384205913856341,0.003237690285306242,0.0,0.0003651530396961927,0.0016634749586159887,0.16666666666666666,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.23000194569946913,0,0.5609756097560975,0,0,0,0,0,1,0,0
847,55284.0,0,1,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,64,8,2,27642.0,0,0,701,0.006339875192185945,20,33.38095238095238,2.5,0.009894363649518848,0.00012661891324795602,0.0025323782649591202,0.0,0.00012661891324795602,0.0011395702192316041,0.3333333333333333,0.23809523809523808,0.38095238095238093,0.14285714285714285,0.35082672509821416,0,0.5331010452961673,0,0,1,0,0,1,0,0
848,49980.0,0,1,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,57,7,2,24990.0,0,0,181,0.001810688061463356,9,18.1,1.2857142857142858,0.002080832332933173,2.000800320128051e-05,0.0010804321728691477,0.00026010404161664664,0.0001800720288115246,0.00028011204481792715,0.3,0.1,0.5,0.2,0.08924753417850656,0,0.3073170731707317,0,1,0,0,0,1,0,0
849,15072.0,2,0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,40,7,3,5024.0,0,0,35,0.0011610163869170038,7,4.375,1.0,0.0007961783439490446,0.00019904458598726116,0.0014928343949044587,0.0,0.0009952229299363057,0.0017914012738853504,0.375,0.125,0.375,0.5,0.06462247694582489,0,0.43902439024390244,0,1,0,0,1,0,0,0
850,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,46,7,2,24583.0,0,0,258,0.0026237110256879612,11,21.5,1.5714285714285714,0.004555993979579384,4.067851767481593e-05,0.0005084814709351991,0.00014237481186185575,0.0,0.002237318472114876,0.4166666666666667,0.25,0.25,0.16666666666666666,0.14297821173660166,0,0.6585365853658537,0,1,0,0,0,1,0,0
852,82347.0,0,0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,63,8,1,82347.0,2,3,1790,0.010868509253412347,24,71.6,3.0,0.0033759578369582377,0.000327880797114649,0.005130727288182933,0.0012265170558733165,0.000807558259560154,0.0003825275966337572,0.28,0.28,0.4,0.04,0.24015727569090173,0,0.5531707317073171,0,0,0,0,1,0,0,0
853,30843.0,1,1,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,54,6,3,10281.0,1,3,26,0.00042147581377253274,4,5.2,0.6666666666666666,0.0011672016340822876,0.0,9.726680284019065e-05,0.0,0.0,0.0004377006127808579,0.2,0.2,0.4,0.4,0.03569795878666611,0,0.4829268292682927,0,0,0,1,0,0,1,0
854,46374.0,0,1,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,46,6,2,23187.0,2,4,429,0.0046253369272237195,15,26.8125,2.5,0.00879803338077371,0.0,0.00045283995342217624,0.0,0.0,0.00036658472419890455,0.4375,0.0625,0.4375,0.1875,0.26116689462691534,0,0.32926829268292684,0,0,0,1,1,0,0,0
856,38576.0,0,1,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,47,6,2,19288.0,0,0,41,0.0005314047230214894,4,8.2,0.6666666666666666,0.0008813770219825798,0.0,0.00018145997511406057,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.030005581959517053,0,0.13170731707317077,0,0,1,0,1,0,0,0
857,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,35,7,3,18452.333333333332,0,0,663,0.005988294374796778,19,33.15,2.7142857142857144,0.010134219701212133,0.0017341980237368356,0.0031432339180230144,0.0022761349061545966,0.0006774211030222014,0.0017341980237368356,0.3,0.1,0.55,0.15,0.3748436720531488,0,0.2634146341463414,0,1,0,0,1,0,0,0
858,37758.0,1,1,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,54,8,3,12586.0,0,0,39,0.0005164331682512779,4,7.8,0.5,0.0010726203718417289,7.94533608771651e-05,0.00039726680438582554,0.0,0.0,3.972668043858255e-05,0.2,0.0,0.6,0.4,0.04149725711282203,0,0.13170731707317077,0,1,0,0,0,0,1,0
859,85710.0,0,0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,31,7,1,85710.0,1,5,1029,0.0060027301046540115,25,39.57692307692308,3.5714285714285716,0.0035001750087504373,0.00011667250029168125,0.002041768755104422,0.0001691751254229378,0.00017500875043752187,0.00019250962548127406,0.23076923076923078,0.34615384615384615,0.38461538461538464,0.038461538461538464,0.1564579030233563,0,0.624765478424015,0,0,0,0,1,0,0,0
860,23228.0,1,0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,51,6,2,11614.0,0,0,40,0.000860992724611477,5,6.666666666666667,0.8333333333333334,0.0005596693645600137,8.610297916307904e-05,0.0007749268124677114,0.00025830893748923713,4.305148958153952e-05,0.0,0.3333333333333333,0.0,0.5,0.3333333333333333,0.037677776631840694,0,0.21951219512195122,0,1,0,0,0,0,1,0
861,44602.0,1,1,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,51,6,3,14867.333333333334,0,0,258,0.002892182140214784,11,21.5,1.8333333333333333,0.005616340074436124,6.726155777767812e-05,0.0029931393211066765,0.0,0.0,0.0011434464822205283,0.5,0.08333333333333333,0.3333333333333333,0.5,0.2430593217374079,0,0.43902439024390244,0,0,1,0,0,0,1,0
862,7500.0,0,0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,33,7,1,7500.0,0,0,10,0.0006665777896280496,3,2.5,0.42857142857142855,0.0,0.00013333333333333334,0.0002,0.0002666666666666667,6.666666666666667e-05,0.0003333333333333333,0.0,0.0,0.75,0.25,0.005646318681318682,0,0.0,0,1,0,0,1,0,0,0
863,38683.0,1,0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,31,8,2,19341.5,0,0,275,0.0035544411126046944,11,22.916666666666668,1.375,0.0011891528578445313,0.0009047902179251867,0.0017837292867667967,0.0021714965230204483,0.0010598971124266474,0.0017061758395160666,0.3333333333333333,0.08333333333333333,0.5,0.5,0.08392919995238843,0,0.2926829268292683,0,0,0,0,0,0,1,0
864,49514.0,1,0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,45,7,2,24757.0,0,0,276,0.0027870342320508936,11,23.0,1.5714285714285714,0.0017772751141091408,0.0007876560164801874,0.0015753120329603748,0.0011713858706628429,0.0002625520054933958,0.0018782566546835238,0.5,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.09464887719623755,0,0.43902439024390244,0,0,0,0,0,1,0,0
865,57906.0,0,1,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,47,7,2,28953.0,0,0,386,0.00333293038838137,14,25.733333333333334,2.0,0.00419645632576935,0.00018996304355334506,0.0020550547438952784,0.00017269367595758642,5.180810278727593e-05,0.00025904051393637966,0.26666666666666666,0.13333333333333333,0.5333333333333333,0.2,0.17649011869558964,0,0.3073170731707317,0,0,0,1,0,0,1,0
866,43456.0,0,1,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,54,7,2,21728.0,0,0,386,0.004441171732977426,14,25.733333333333334,2.0,0.006328240058910162,0.0002531296023564065,0.0015648011782032401,0.0005752945508100147,0.00016108247422680412,0.00016108247422680412,0.3333333333333333,0.06666666666666667,0.5333333333333333,0.2,0.22283313094766058,0,0.24878048780487805,0,0,1,0,0,1,0,0
867,19485.0,2,0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,34,7,3,6495.0,0,0,10,0.0002565944780868316,3,2.5,0.42857142857142855,0.00046189376443418013,0.0,0.00030792917628945344,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.02173332825757768,0,0.21951219512195122,0,0,1,0,0,1,0,0
868,53172.0,0,1,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,42,7,2,26586.0,0,0,361,0.003394579955992703,13,25.785714285714285,1.8571428571428572,0.00227563379222147,0.0011660272323779433,0.0016926201760324984,0.0012788685774467764,0.0003761378168961107,0.0023508613556006922,0.14285714285714285,0.21428571428571427,0.5714285714285714,0.21428571428571427,0.11203013256584685,0,0.3449477351916377,0,1,0,0,0,0,1,0
869,30545.0,1,0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,41,8,2,15272.5,0,0,57,0.0009330190532311923,5,9.5,0.625,0.00013095432967752496,0.00039286298903257487,0.0004910787362907187,0.0006220330659682436,0.0002291700769356687,0.00039286298903257487,0.3333333333333333,0.0,0.5,0.3333333333333333,0.01756098460387215,0,0.21951219512195122,0,1,0,0,0,0,1,0
870,70123.0,0,0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,37,7,1,70123.0,2,4,1727,0.012313901089498603,16,101.58823529411765,2.2857142857142856,0.009326469204112774,0.0,0.002823609942529555,0.00016399754716712062,0.0,0.0,0.29411764705882354,0.4117647058823529,0.23529411764705882,0.058823529411764705,0.34301609432593566,0,0.8134863701578193,0,0,0,1,0,0,1,0
871,62450.0,0,1,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,61,6,2,31225.0,1,4,957,0.007662007013498583,14,63.8,2.3333333333333335,0.008246597277822258,0.0007526020816653323,0.0042754203362690155,0.0009927942353883106,0.001056845476381105,0.0006084867894315452,0.3333333333333333,0.3333333333333333,0.26666666666666666,0.13333333333333333,0.35351650991122574,0,0.7170731707317073,0,1,0,0,0,1,0,0
872,21675.0,1,0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,44,6,2,10837.5,0,0,41,0.0009457464476840745,7,5.125,1.1666666666666667,0.0001845444059976932,0.0,0.0007381776239907728,0.000784313725490196,0.0001845444059976932,0.0001845444059976932,0.5,0.0,0.375,0.375,0.02604991317794086,0,0.32926829268292684,0,1,0,0,0,0,1,0
873,42395.0,1,1,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,39,6,3,14131.666666666666,0,0,157,0.0018515897726200585,8,17.444444444444443,1.3333333333333333,0.0016983134803632504,0.0004599599009317137,0.00201674725793136,0.0008491567401816252,0.0005307229626135158,0.0008845382710225263,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.10488208424433217,0,0.3658536585365854,0,0,0,0,0,1,0,0
874,61346.0,1,0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,42,7,2,30673.0,0,0,847,0.006903353057199211,22,36.82608695652174,3.142857142857143,0.009161151501320379,0.0009454569165063737,0.0027385648616046684,0.0007009421967202426,0.0002608157011052065,0.002314739347308708,0.21739130434782608,0.30434782608695654,0.43478260869565216,0.043478260869565216,0.33594795401188643,0,0.5440084835630966,0,0,1,0,0,0,1,0
875,80812.0,0,0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,67,7,1,80812.0,3,5,1644,0.01017163080197493,17,91.33333333333333,2.4285714285714284,0.004757956739098154,0.0001361183982576845,0.0030935999604019206,0.0012993119833688066,0.0008847695886749493,0.00020417759738652674,0.2222222222222222,0.4444444444444444,0.2777777777777778,0.05555555555555555,0.2216619563491006,0,0.8048780487804879,0,1,0,0,0,0,1,0
877,39922.0,1,0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,37,7,2,19961.0,0,0,120,0.0015028930691581295,7,15.0,1.0,0.0007264165121987876,0.0003005861429788087,0.0014778818696458093,0.0004759280597164471,2.5048845248234057e-05,0.000901758428936426,0.375,0.0,0.5,0.25,0.062230855663048444,0,0.21951219512195122,0,1,0,0,1,0,0,0
878,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,64,6,1,86424.0,0,0,1158,0.006699450390512005,27,41.357142857142854,4.5,0.002238961399611219,0.00039340923817458113,0.0032919096547255394,0.0005149032676108489,0.0002603443487920022,0.00039340923817458113,0.21428571428571427,0.32142857142857145,0.42857142857142855,0.03571428571428571,0.15614530279033198,0,0.5644599303135889,0,0,1,0,0,1,0,0
879,17117.0,1,0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,42,7,2,8558.5,0,0,121,0.0035342913891809793,7,15.125,1.0,0.0007010574282876672,0.0013436934042180288,0.002220015189577613,0.001752643570719168,0.0010515861424315008,0.0004089501665011392,0.375,0.125,0.375,0.5,0.08246653445870598,0,0.43902439024390244,0,0,0,0,0,0,1,0
880,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,48,6,2,12381.0,1,3,46,0.0009288050720833501,6,6.571428571428571,1.0,0.000242306760358614,0.00040384460059769,0.000484613520717228,0.000121153380179307,0.000605766900896535,0.00161537840239076,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.42857142857142855,0.02052211781433977,0,0.5331010452961673,0,1,0,0,0,1,0,0
881,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,45,8,2,17898.5,0,0,47,0.000656461254818705,5,7.833333333333333,0.625,0.0007542531497052825,2.793530184093639e-05,0.0003910942257731095,0.00011174120736374556,2.793530184093639e-05,0.0005866413386596642,0.3333333333333333,0.0,0.5,0.3333333333333333,0.032334981413814835,0,0.21951219512195122,0,1,0,0,1,0,0,0
882,36627.0,2,0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,45,7,3,12209.0,0,0,15,0.00020476138473299115,3,3.75,0.42857142857142855,0.0003685805553280367,4.095339503644852e-05,0.0002047669751822426,0.0,0.0,4.095339503644852e-05,0.0,0.0,0.75,0.25,0.016186514362040612,0,0.0,0,1,0,0,0,0,0,0
883,51111.0,1,1,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,39,6,3,17037.0,0,0,52,0.0005086868054468618,5,8.666666666666666,0.8333333333333334,0.0006456535775077772,0.0,0.0005576099078476258,0.00017608733932030288,0.00014673944943358573,8.804366966015144e-05,0.3333333333333333,0.0,0.5,0.3333333333333333,0.0339700454795542,0,0.21951219512195122,0,0,0,0,1,0,0,0
885,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,50,7,1,82072.0,0,0,1889,0.011508047713620802,18,99.42105263157895,2.5714285714285716,0.005415976216005459,0.00033507164440978654,0.0041731650258309775,0.0010234915683789844,0.0005604834779218247,0.000785895311433863,0.15789473684210525,0.10526315789473684,0.6842105263157895,0.05263157894736842,0.27071673665792245,0,0.1501925545571245,0,0,0,1,0,0,1,0
886,46231.0,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,67,8,4,11557.75,0,0,251,0.0027145699948087905,11,20.916666666666668,1.375,0.008176331898509658,8.652203067205987e-05,0.0023793558434816466,0.0,0.0002163050766801497,0.0005191321840323593,0.5,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.29800388445886056,0,0.43902439024390244,0,0,0,1,0,1,0,0
887,42243.0,1,1,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,61,7,3,14081.0,0,0,50,0.0005918000189376006,5,8.333333333333334,0.7142857142857143,0.0017044244016760173,0.0,7.101768340316739e-05,0.0,0.0,0.00017754420850791847,0.3333333333333333,0.0,0.5,0.3333333333333333,0.05012355906290996,0,0.21951219512195122,0,1,0,0,1,0,0,0
888,51195.0,1,1,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,58,7,3,17065.0,0,0,506,0.004941792327525588,16,29.764705882352942,2.2857142857142856,0.006738939349545854,0.0004101963082332259,0.004570758863170232,0.002402578376794609,0.0007031936712569587,0.0016993847055376502,0.5294117647058824,0.11764705882352941,0.29411764705882354,0.47058823529411764,0.3192908014926767,0,0.503586800573888,0,1,0,0,0,0,1,0
889,68092.0,0,0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,42,7,1,68092.0,0,0,1233,0.009053794075749343,18,64.89473684210526,2.5714285714285716,0.006256241555542501,0.00044058039123538744,0.0015200023497620866,0.0005727545086060036,0.00026434823474123244,0.00035246431298830994,0.10526315789473684,0.3157894736842105,0.5263157894736842,0.10526315789473684,0.21953575616505916,0,0.4736842105263158,0,0,1,0,0,1,0,0
890,31814.0,1,0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,47,7,2,15907.0,1,3,63,0.0009900990099009901,5,10.5,0.7142857142857143,0.0011001445904318854,9.429810775130446e-05,0.0006286540516753631,0.00012573081033507262,3.1432702583768155e-05,0.0006286540516753631,0.3333333333333333,0.0,0.5,0.3333333333333333,0.048806740345842634,0,0.21951219512195122,0,1,0,0,1,0,0,0
891,51390.0,1,1,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,55,8,3,17130.0,0,0,297,0.0028896110213850676,12,22.846153846153847,1.5,0.005983654407472271,0.0005837711617046118,0.0013718622300058377,0.0006713368359603036,5.837711617046118e-05,0.0016345592527729131,0.38461538461538464,0.15384615384615385,0.38461538461538464,0.46153846153846156,0.2076579550047151,0,0.45590994371482174,0,0,1,0,0,0,0,1
892,76630.0,0,0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,37,6,1,76630.0,0,0,828,0.005402513343163994,24,33.12,4.0,0.0016638392274566096,0.0002022706511809996,0.0029100874331201877,0.00026099438862064463,0.0003653921440689025,0.0011418504502153203,0.12,0.4,0.44,0.04,0.1291292377529817,0,0.6234146341463415,0,1,0,0,1,0,0,0
893,26868.0,1,0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,29,6,2,13434.0,0,0,12,0.00022330566824221222,3,3.0,0.5,0.0,0.0,3.721899657585231e-05,0.0002977519726068185,0.00011165698972755694,7.443799315170463e-05,0.25,0.0,0.5,0.25,0.0010507515783308547,0,0.21951219512195122,1,0,0,0,0,1,0,0
896,64090.0,0,1,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,64,7,2,32045.0,0,0,662,0.005164531681515345,19,33.1,2.7142857142857144,0.004930566391012639,0.0009049773755656109,0.0025120923701045404,0.0011858324231549383,0.0007957559681697613,0.002106412856919956,0.3,0.45,0.2,0.05,0.2101181160078804,0,0.8780487804878049,0,1,0,0,0,0,1,0
897,78331.0,0,1,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,62,6,2,39165.5,0,0,1577,0.010066128785170811,23,65.70833333333333,3.8333333333333335,0.009651351316847736,0.0017617546054563328,0.004519283553127114,0.00204261403531169,0.002157511074797973,0.0007787466009625819,0.4166666666666667,0.25,0.2916666666666667,0.08333333333333333,0.4000596019624246,0,0.6219512195121951,0,1,0,0,0,0,0,0
898,37087.0,1,0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,46,7,2,18543.5,0,0,398,0.005365616911130285,14,26.533333333333335,2.0,0.0052309434572761345,0.0014829994337638526,0.0036131258931701134,0.00040445439102650523,0.0,8.089087820530105e-05,0.26666666666666666,0.13333333333333333,0.5333333333333333,0.2,0.24968216996151313,0,0.3073170731707317,0,0,0,1,1,0,0,0
899,21846.0,1,0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,34,7,2,10923.0,0,0,58,0.0013274133748340732,7,7.25,1.0,0.0003204247917238854,0.0007781744941865788,0.0008239494644328481,0.00027464982147761604,0.0004577497024626934,0.0011901492264030028,0.5,0.0,0.375,0.5,0.03230750870478967,0,0.32926829268292684,0,1,0,0,0,0,0,0
900,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,62,7,1,81320.0,0,0,871,0.0053553202739759715,17,48.388888888888886,2.4285714285714284,0.0011251844564682735,0.0002029021151008362,0.0030312346286276437,0.0003627643876045253,0.0006333005410723069,0.00035046728971962614,0.2222222222222222,0.16666666666666666,0.5555555555555556,0.05555555555555555,0.11734233363783289,0,0.31707317073170727,0,1,0,0,1,0,0,0
901,54137.0,0,1,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,50,7,2,27068.5,0,0,183,0.001690125235509254,9,18.3,1.2857142857142858,0.003158653046899533,0.0,0.00020318820769529158,0.0,1.8471655245026508e-05,0.0003694331049005301,0.4,0.1,0.4,0.2,0.09491013539723295,0,0.39512195121951216,0,1,0,0,0,0,0,0
902,66825.0,0,0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,53,7,1,66825.0,0,0,818,0.006120372310178673,15,51.125,2.142857142857143,0.0018181818181818182,0.0007557052001496445,0.0030303030303030303,0.00021698466142910588,0.00029928918817807707,0.00029928918817807707,0.25,0.3125,0.375,0.0625,0.1368804528804529,0,0.6036585365853658,0,1,0,0,0,0,1,0
